id,name,supertype,set_name,number,hp,subtypes,types,rarity,image_url,p_hash
xy1-18,Skiddo,Pokémon,XY,18,70,Basic,Grass,Common,https://images.pokemontcg.io/xy1/18_hires.png,bb7384948c3a5a4f
sma-SV10,Quagsire,Pokémon,Hidden Fates Shiny Vault,SV10,120,Stage 1,Water,Rare Shiny,https://images.pokemontcg.io/sma/SV10_hires.png,a4e44e5b9b30385f
sm4-11,Gogoat,Pokémon,Crimson Invasion,11,120,Stage 1,Grass,Rare Holo,https://images.pokemontcg.io/sm4/11_hires.png,ee6ac0949c3c3d99
bw8-16,Monferno,Pokémon,Plasma Storm,16,80,Stage 1,Fire,Uncommon,https://images.pokemontcg.io/bw8/16_hires.png,ea4ab4b4adc1d1e1
bw9-16,Chandelure,Pokémon,Plasma Freeze,16,130,"Stage 2,Team Plasma",Fire,Rare Holo,https://images.pokemontcg.io/bw9/16_hires.png,c179c4e713331bcc
dp1-18,Azumarill,Pokémon,Diamond & Pearl,18,80,Stage 1,Water,Rare,https://images.pokemontcg.io/dp1/18_hires.png,da2bc6f1c0ddd844
ex2-11,Seviper,Pokémon,Sandstorm,11,80,Basic,Grass,Rare Holo,https://images.pokemontcg.io/ex2/11_hires.png,ba7bc4948499d9c5
gym1-17,Lt. Surge,Trainer,Gym Heroes,17,,,,Rare Holo,https://images.pokemontcg.io/gym1/17_hires.png,bf7a85a16266c998
sm6-12,Alolan Marowak,Pokémon,Forbidden Light,12,120,Stage 1,Fire,Rare,https://images.pokemontcg.io/sm6/12_hires.png,eafac6c585312c6c
dp5-10,Moltres,Pokémon,Majestic Dawn,10,100,Basic,Fire,Rare Holo,https://images.pokemontcg.io/dp5/10_hires.png,ca5ac8d747b3c191
dp7-10,Sceptile,Pokémon,Stormfront,10,110,Stage 2,Grass,Rare Holo,https://images.pokemontcg.io/dp7/10_hires.png,eb5ac490ccb7d185
sm5-20,Chimchar,Pokémon,Ultra Prism,20,40,Basic,Fire,Common,https://images.pokemontcg.io/sm5/20_hires.png,ae1ee2e091b1a1ed
ecard1-10,Dugtrio,Pokémon,Expedition Base Set,10,70,Stage 1,Fighting,Rare Holo,https://images.pokemontcg.io/ecard1/10_hires.png,ff7e8181c6618687
swsh35-20,Hatterene,Pokémon,Champion's Path,20,150,Stage 2,Psychic,Rare Holo,https://images.pokemontcg.io/swsh35/20_hires.png,8e8eb5f1f0703839
hgss4-20,Electivire,Pokémon,HS—Triumphant,20,100,Stage 1,Lightning,Rare,https://images.pokemontcg.io/hgss4/20_hires.png,ab6f96925269a5a4
pop5-14,Pelipper δ,Pokémon,POP Series 5,14,70,Stage 1,Lightning,Common,https://images.pokemontcg.io/pop5/14_hires.png,fa6ac4840c7a73a7
sm11-10,Dwebble,Pokémon,Unified Minds,10,70,Basic,Grass,Common,https://images.pokemontcg.io/sm11/10_hires.png,ea7a96918d2da594
sm1-18,Bounsweet,Pokémon,Sun & Moon,18,60,Basic,Grass,Common,https://images.pokemontcg.io/sm1/18_hires.png,b3729b999d7424a4
bw11-21,Ninetales,Pokémon,Legendary Treasures,21,90,Stage 1,Fire,Rare,https://images.pokemontcg.io/bw11/21_hires.png,ea5ac1b58d9c94a6
gym2-21,Blaine's Ninetales,Pokémon,Gym Challenge,21,60,Stage 1,Fire,Rare,https://images.pokemontcg.io/gym2/21_hires.png,cb52b5b50de8ca46
xy8-13,Scatterbug,Pokémon,BREAKthrough,13,30,Basic,Grass,Common,https://images.pokemontcg.io/xy8/13_hires.png,fa7e8590d33290cd
xy2-22,Feebas,Pokémon,Flashfire,22,30,Basic,Water,Common,https://images.pokemontcg.io/xy2/22_hires.png,da12c4f02c3eb94f
bw5-14,Torchic,Pokémon,Dark Explorers,14,50,Basic,Fire,Common,https://images.pokemontcg.io/bw5/14_hires.png,fa5ae1b40d1c9e46
swsh1-18,Dottler,Pokémon,Sword & Shield,18,70,Stage 1,Grass,Uncommon,https://images.pokemontcg.io/swsh1/18_hires.png,ba1ecdc1e43636d0
xy6-15,Talonflame,Pokémon,Roaring Skies,15,130,Stage 2,Fire,Rare,https://images.pokemontcg.io/xy6/15_hires.png,fae0c4939b1acb64
base4-20,Zapdos,Pokémon,Base Set 2,20,90,Basic,Lightning,Rare Holo,https://images.pokemontcg.io/base4/20_hires.png,fe7e8195616989c2
ex12-21,Magmar,Pokémon,Legend Maker,21,70,Basic,Fire,Rare,https://images.pokemontcg.io/ex12/21_hires.png,da4bc695ccd8d8a1
ex3-18,Ninjask,Pokémon,Dragon,18,70,Stage 1,Grass,Rare,https://images.pokemontcg.io/ex3/18_hires.png,ee4ec391d1f0f08c
bwp-BW11,Pansage,Pokémon,BW Black Star Promos,BW11,60,Basic,Grass,Promo,https://images.pokemontcg.io/bwp/BW11_hires.png,ae4e85b1f8f19185
base2-11,Snorlax,Pokémon,Jungle,11,90,Basic,Colorless,Rare Holo,https://images.pokemontcg.io/base2/11_hires.png,bf5b8ca422b385cc
np-8,Torchic,Pokémon,Nintendo Black Star Promos,8,40,Basic,Fire,Promo,https://images.pokemontcg.io/np/8_hires.png,ac6ccad1cadb1a86
sm10-11,Venomoth,Pokémon,Unbroken Bonds,11,90,Stage 1,Grass,Rare,https://images.pokemontcg.io/sm10/11_hires.png,ba7ac4c4841f8f8d
basep-15,Cool Porygon,Pokémon,Wizards Black Star Promos,15,50,Basic,Colorless,Promo,https://images.pokemontcg.io/basep/15_hires.png,be7f8585909a91c5
xy3-8,Shelmet,Pokémon,Furious Fists,8,60,Basic,Grass,Common,https://images.pokemontcg.io/xy3/8_hires.png,ae45c59a1a32d54f
sm12-18,Rowlet,Pokémon,Cosmic Eclipse,18,60,Basic,Grass,Common,https://images.pokemontcg.io/sm12/18_hires.png,af1ec4c0f03cbd85
ex5-12,Milotic,Pokémon,Hidden Legends,12,100,Stage 1,Water,Rare Holo,https://images.pokemontcg.io/ex5/12_hires.png,8f4f4ae2e8b19195
xy4-17,Feraligatr,Pokémon,Phantom Forces,17,150,Stage 2,Water,Rare Holo,https://images.pokemontcg.io/xy4/17_hires.png,ea21d0d8cd87959e
sm7-13,Nuzleaf,Pokémon,Celestial Storm,13,90,Stage 1,Grass,Uncommon,https://images.pokemontcg.io/sm7/13_hires.png,ea5eb4b5d068e0a5
base6-18,Venusaur,Pokémon,Legendary Collection,18,100,Stage 2,Grass,Rare Holo,https://images.pokemontcg.io/base6/18_hires.png,ce5ac1b1e4c5c14f
dp3-22,Arcanine,Pokémon,Secret Wonders,22,100,Stage 1,Fire,Rare,https://images.pokemontcg.io/dp3/22_hires.png,8381de5e48f9695a
neo2-10,Scizor,Pokémon,Neo Discovery,10,80,Stage 1,Metal,Rare Holo,https://images.pokemontcg.io/neo2/10_hires.png,bf6ac590d07ac989
dp2-11,Lumineon,Pokémon,Mysterious Treasures,11,80,Stage 1,Water,Rare Holo,https://images.pokemontcg.io/dp2/11_hires.png,ee6ad0b1c8cec296
dp6-9,Mamoswine,Pokémon,Legends Awakened,9,140,Stage 2,Water,Rare Holo,https://images.pokemontcg.io/dp6/9_hires.png,da18dee363e5c08c
sm2-18,Turtonator-GX,Pokémon,Guardians Rising,18,190,"Basic,GX",Fire,Rare Holo GX,https://images.pokemontcg.io/sm2/18_hires.png,cac2e34b94a45fb4
ex9-19,Rhydon,Pokémon,Emerald,19,90,Stage 1,Fighting,Rare,https://images.pokemontcg.io/ex9/19_hires.png,874f4e90cfe370c8
dv1-21,Kyurem,Pokémon,Dragon Vault,21,130,Basic,Dragon,,https://images.pokemontcg.io/dv1/21_hires.png,bb91b566e478c84a
bw2-11,Whimsicott,Pokémon,Emerging Powers,11,80,Stage 1,Grass,Uncommon,https://images.pokemontcg.io/bw2/11_hires.png,fad08d1a4a72b52d
base5-16,Rocket's Sneak Attack,Trainer,Team Rocket,16,,,,Rare Holo,https://images.pokemontcg.io/base5/16_hires.png,bb3bc4c40d397a1a
dpp-DP19,Darkrai LV.X,Pokémon,DP Black Star Promos,DP19,100,Level-Up,Darkness,Promo,https://images.pokemontcg.io/dpp/DP19_hires.png,cbda9894c5c764e4
xy9-10,Growlithe,Pokémon,BREAKpoint,10,70,Basic,Fire,Common,https://images.pokemontcg.io/xy9/10_hires.png,fa1b96d66c789821
xy0-12,Froakie,Pokémon,Kalos Starter Set,12,60,Basic,Water,,https://images.pokemontcg.io/xy0/12_hires.png,fa39d4d04a3f918c
ecard3-H15,Machamp,Pokémon,Skyridge,H15,120,Stage 2,Fighting,Rare Holo,https://images.pokemontcg.io/ecard3/H15_hires.png,cf5ea0b0b8b1c16d
bw1-16,Tepig,Pokémon,Black & White,16,70,Basic,Fire,Common,https://images.pokemontcg.io/bw1/16_hires.png,bab4da1a8df0b04e
pl3-18,Camerupt,Pokémon,Supreme Victors,18,120,Stage 1,Fire,Rare,https://images.pokemontcg.io/pl3/18_hires.png,da5ac8d680bb4e78
xy7-19,Magikarp,Pokémon,Ancient Origins,19,30,Basic,Water,Common,https://images.pokemontcg.io/xy7/19_hires.png,ef2594d8d85a1b0d
smp-SM12,Passimian,Pokémon,SM Black Star Promos,SM12,110,Basic,Fighting,Promo,https://images.pokemontcg.io/smp/SM12_hires.png,be1ea7c1c17331a1
ex10-18,Ursaring,Pokémon,Unseen Forces,18,80,Stage 1,Colorless,Rare Holo,https://images.pokemontcg.io/ex10/18_hires.png,fe6fc2d0889a58b4
ex14-16,Combusken,Pokémon,Crystal Guardians,16,80,Stage 1,Fighting,Rare,https://images.pokemontcg.io/ex14/16_hires.png,83c758984bf34b87
swsh3-11,Rowlet,Pokémon,Darkness Ablaze,11,50,Basic,Grass,Common,https://images.pokemontcg.io/swsh3/11_hires.png,bf1bc5c1d07834c5
bw6-19,Ninetales,Pokémon,Dragons Exalted,19,90,Stage 1,Fire,Rare Holo,https://images.pokemontcg.io/bw6/19_hires.png,fa5ac4c48d1791b5
hgss1-20,Feraligatr,Pokémon,HeartGold & SoulSilver,20,130,Stage 2,Water,Rare,https://images.pokemontcg.io/hgss1/20_hires.png,ea6b9691e1dc9416
hgss3-15,Honchkrow,Pokémon,HS—Undaunted,15,90,Stage 1,Darkness,Rare,https://images.pokemontcg.io/hgss3/15_hires.png,ebc39c1e94b1c1e1
bw7-18,Charmander,Pokémon,Boundaries Crossed,18,70,Basic,Fire,Common,https://images.pokemontcg.io/bw7/18_hires.png,bad0d07a0b95b52e
ex4-19,Team Magma's Camerupt,Pokémon,Team Magma vs Team Aqua,19,80,Stage 1,Fire,Rare,https://images.pokemontcg.io/ex4/19_hires.png,9e1ec3c362ea4ccc
sma-SV11,Froakie,Pokémon,Hidden Fates Shiny Vault,SV11,50,Basic,Water,Rare Shiny,https://images.pokemontcg.io/sma/SV11_hires.png,b4b06e4f4e646c39
dp4-15,Claydol,Pokémon,Great Encounters,15,80,Stage 1,Fighting,Rare,https://images.pokemontcg.io/dp4/15_hires.png,bb7acc8484b74bc8
sm8-16,Shuckle,Pokémon,Lost Thunder,16,60,Basic,Grass,Uncommon,https://images.pokemontcg.io/sm8/16_hires.png,ee4ac091b43c3d9d
col1-19,Palkia,Pokémon,Call of Legends,19,100,Basic,Water,Rare Holo,https://images.pokemontcg.io/col1/19_hires.png,da70dcc98f26b684
ex1-11,Sceptile,Pokémon,Ruby & Sapphire,11,120,Stage 2,Grass,Rare Holo,https://images.pokemontcg.io/ex1/11_hires.png,da5bc5c1c1c7da84
ex8-17,Deoxys,Pokémon,Deoxys,17,70,Basic,Psychic,Rare,https://images.pokemontcg.io/ex8/17_hires.png,8f0fdb934a9dc860
ex6-13,Rapidash,Pokémon,FireRed & LeafGreen,13,80,Stage 1,Fire,Rare Holo,https://images.pokemontcg.io/ex6/13_hires.png,cb4bf0b4c6d2c0e5
xyp-XY09,Garchomp-EX,Pokémon,XY Black Star Promos,XY09,170,"Basic,EX",Dragon,Promo,https://images.pokemontcg.io/xyp/XY09_hires.png,a1f192d793ba881d
xy12-11,Charizard,Pokémon,Evolutions,11,150,Stage 2,Fire,Rare Holo,https://images.pokemontcg.io/xy12/11_hires.png,fb43889c0cb3d16d
ex15-9,Pinsir δ,Pokémon,Dragon Frontiers,9,60,Basic,Fighting,Rare Holo,https://images.pokemontcg.io/ex15/9_hires.png,9a4e4ad1c3f50f85
bw4-19,Lampent,Pokémon,Next Destinies,19,80,Stage 1,Fire,Uncommon,https://images.pokemontcg.io/bw4/19_hires.png,fa5e94b085c3c3c5
pl4-17,Gengar,Pokémon,Arceus,17,120,Stage 2,Psychic,Rare,https://images.pokemontcg.io/pl4/17_hires.png,be6ec09180bfcbc1
swshp-SWSH009,Cinccino,Pokémon,SWSH Black Star Promos,SWSH009,90,Stage 1,Colorless,Promo,https://images.pokemontcg.io/swshp/SWSH009_hires.png,9f1be0f03cb48687
hgss2-18,Lanturn,Pokémon,HS—Unleashed,18,90,Stage 1,Lightning,Rare,https://images.pokemontcg.io/hgss2/18_hires.png,ba5a9395053d1b6a
neo1-11,Meganium,Pokémon,Neo Genesis,11,100,Stage 2,Grass,Rare Holo,https://images.pokemontcg.io/neo1/11_hires.png,bb7bc1a0869ed8c1
hsp-HGSS10,Latias,Pokémon,HGSS Black Star Promos,HGSS10,80,Basic,Colorless,Promo,https://images.pokemontcg.io/hsp/HGSS10_hires.png,bf3fc2c2c985d0c4
sm9-20,Litten,Pokémon,Team Up,20,60,Basic,Fire,Common,https://images.pokemontcg.io/sm9/20_hires.png,ee7c8485c36370b9
bw10-21,Snorunt,Pokémon,Plasma Blast,21,60,Basic,Water,Common,https://images.pokemontcg.io/bw10/21_hires.png,ee399a99cdc4d142
bw3-11,Shelmet,Pokémon,Noble Victories,11,60,Basic,Grass,Common,https://images.pokemontcg.io/bw3/11_hires.png,bf3fc4d0c078d1c1
pop8-12,Chimchar,Pokémon,POP Series 8,12,50,Basic,Fire,Common,https://images.pokemontcg.io/pop8/12_hires.png,da5a0f8dc0f0d29d
ex16-9,Gardevoir,Pokémon,Power Keepers,9,100,Stage 2,Psychic,Rare Holo,https://images.pokemontcg.io/ex16/9_hires.png,ca4dc391cad2da27
xy11-21,Talonflame BREAK,Pokémon,Steam Siege,21,170,BREAK,Fire,Rare BREAK,https://images.pokemontcg.io/xy11/21_hires.png,ad9bd49852a17366
dc1-10,Team Magma's Baltoy,Pokémon,Double Crisis,10,50,Basic,Psychic,Common,https://images.pokemontcg.io/dc1/10_hires.png,bf0f94f0c2d8e2c4
pop3-16,Pichu Bros.,Pokémon,POP Series 3,16,60,Basic,Lightning,Common,https://images.pokemontcg.io/pop3/16_hires.png,9f4e5e84033b39a5
mcd16-9,Togepi,Pokémon,McDonald's Collection 2016,9,40,Basic,Fairy,,https://images.pokemontcg.io/mcd16/9_hires.png,af8db132f038d2c3
pop4-17,Deoxys ex,Pokémon,POP Series 4,17,110,"Basic,ex",Psychic,Rare,https://images.pokemontcg.io/pop4/17_hires.png,ba2fcf85c1915899
xy10-18,Omastar,Pokémon,Fates Collide,18,120,Stage 1,Water,Rare,https://images.pokemontcg.io/xy10/18_hires.png,ea6ac595b030b99d
pl2-15,Beedrill,Pokémon,Rising Rivals,15,110,Stage 2,Grass,Rare,https://images.pokemontcg.io/pl2/15_hires.png,ae5ac1c387b4783c
ex7-19,Dark Tyranitar,Pokémon,Team Rocket Returns,19,120,Stage 2,Darkness,Rare,https://images.pokemontcg.io/ex7/19_hires.png,fb958c46f0d3914a
ex13-16,Rayquaza δ,Pokémon,Holon Phantoms,16,80,Basic,"Water,Metal",Rare Holo,https://images.pokemontcg.io/ex13/16_hires.png,bf7eda81c0c03b85
neo4-18,Dark Magcargo,Pokémon,Neo Destiny,18,60,Stage 1,Fire,Rare,https://images.pokemontcg.io/neo4/18_hires.png,af6e909002e6ed4f
xy5-18,Illumise,Pokémon,Primal Clash,18,70,Basic,Grass,Common,https://images.pokemontcg.io/xy5/18_hires.png,fb50c69a9d31314e
xy2-23,Milotic,Pokémon,Flashfire,23,100,Stage 1,Water,Rare Holo,https://images.pokemontcg.io/xy2/23_hires.png,ee3f90b0cccec191
dp2-12,Magmortar,Pokémon,Mysterious Treasures,12,100,Stage 1,Fire,Rare Holo,https://images.pokemontcg.io/dp2/12_hires.png,9f3fc4c040db9785
sm35-10,Entei-GX,Pokémon,Shining Legends,10,180,"Basic,GX",Fire,Rare Holo GX,https://images.pokemontcg.io/sm35/10_hires.png,f0f19387666c3cb0
sm10-12,Venomoth-GX,Pokémon,Unbroken Bonds,12,200,"Stage 1,GX",Grass,Rare Holo GX,https://images.pokemontcg.io/sm10/12_hires.png,80a4cd4ef33bd2d8
ex1-12,Slaking,Pokémon,Ruby & Sapphire,12,120,Stage 2,Colorless,Rare Holo,https://images.pokemontcg.io/ex1/12_hires.png,de5e84e5e1e1c191
ex13-17,Vileplume δ,Pokémon,Holon Phantoms,17,90,Stage 2,"Psychic,Metal",Rare Holo,https://images.pokemontcg.io/ex13/17_hires.png,bf3fca81c4a05ac6
bw6-20,Magmar,Pokémon,Dragons Exalted,20,80,Basic,Fire,Common,https://images.pokemontcg.io/bw6/20_hires.png,ab9994f8ccf29246
gym1-18,Misty,Trainer,Gym Heroes,18,,,,Rare Holo,https://images.pokemontcg.io/gym1/18_hires.png,9e7aa1a14b4e3c1e
hgss1-21,Furret,Pokémon,HeartGold & SoulSilver,21,80,Stage 1,Colorless,Rare,https://images.pokemontcg.io/hgss1/21_hires.png,be24cb991cb4c3c3
xy1-19,Gogoat,Pokémon,XY,19,110,Stage 1,Grass,Rare Holo,https://images.pokemontcg.io/xy1/19_hires.png,eb60c3dacc94949d
sm5-21,Chimchar,Pokémon,Ultra Prism,21,60,Basic,Fire,Common,https://images.pokemontcg.io/sm5/21_hires.png,bf94e662600f0fcc
smp-SM13,Oranguru,Pokémon,SM Black Star Promos,SM13,120,Basic,Colorless,Promo,https://images.pokemontcg.io/smp/SM13_hires.png,fb7ac4949431b391
sm6-13,Heatran,Pokémon,Forbidden Light,13,130,Basic,Fire,Rare,https://images.pokemontcg.io/sm6/13_hires.png,ea6a8e0d94b4b49d
neo2-11,Smeargle,Pokémon,Neo Discovery,11,50,Basic,Colorless,Rare Holo,https://images.pokemontcg.io/neo2/11_hires.png,ee6e9191a3e3d190
col1-20,Rayquaza,Pokémon,Call of Legends,20,100,Basic,Colorless,Rare Holo,https://images.pokemontcg.io/col1/20_hires.png,ba3ec48559399e86
ecard1-11,Fearow,Pokémon,Expedition Base Set,11,70,Stage 1,Colorless,Rare Holo,https://images.pokemontcg.io/ecard1/11_hires.png,af3f9190d2664687
base6-19,Zapdos,Pokémon,Legendary Collection,19,90,Basic,Lightning,Rare Holo,https://images.pokemontcg.io/base6/19_hires.png,be7e8795644989c2
sma-SV12,Frogadier,Pokémon,Hidden Fates Shiny Vault,SV12,80,Stage 1,Water,Rare Shiny,https://images.pokemontcg.io/sma/SV12_hires.png,b4b03d4bc3c3c27a
basep-16,Computer Error,Trainer,Wizards Black Star Promos,16,,Rocket's Secret Machine,,Promo,https://images.pokemontcg.io/basep/16_hires.png,fa6ea5815ab0aec4
pop3-17,Ho-Oh ex,Pokémon,POP Series 3,17,110,"Basic,ex",Fire,Rare,https://images.pokemontcg.io/pop3/17_hires.png,e26d4e8b8bb03c5c
hgss3-16,Honchkrow,Pokémon,HS—Undaunted,16,90,Stage 1,Darkness,Rare,https://images.pokemontcg.io/hgss3/16_hires.png,ba9884e695b7cd0c
sm75-16,Horsea,Pokémon,Dragon Majesty,16,50,Basic,Water,Common,https://images.pokemontcg.io/sm75/16_hires.png,aef0634b1e0ee4e1
bw7-19,Charmeleon,Pokémon,Boundaries Crossed,19,90,Stage 1,Fire,Uncommon,https://images.pokemontcg.io/bw7/19_hires.png,af6bd0f0a49591c3
ex11-20,Azurill,Pokémon,Delta Species,20,50,Basic,Colorless,Rare,https://images.pokemontcg.io/ex11/20_hires.png,ba4bc2c0c1b19f9d
base1-18,Dragonair,Pokémon,Base,18,80,Stage 1,Colorless,Rare,https://images.pokemontcg.io/base1/18_hires.png,ba7bc18584b4b5c6
dc1-11,Team Magma's Claydol,Pokémon,Double Crisis,11,90,Stage 1,Psychic,Rare Holo,https://images.pokemontcg.io/dc1/11_hires.png,fa4e94b1c0e1a7a5
ex4-20,Team Magma's Lairon,Pokémon,Team Magma vs Team Aqua,20,80,Stage 1,Fighting,Rare,https://images.pokemontcg.io/ex4/20_hires.png,ea6ac2910f3e78f0
sm1-19,Steenee,Pokémon,Sun & Moon,19,90,Stage 1,Grass,Uncommon,https://images.pokemontcg.io/sm1/19_hires.png,bb9c1e37e468c0d1
swsh2-13,Abomasnow,Pokémon,Rebel Clash,13,140,Stage 1,Grass,Rare,https://images.pokemontcg.io/swsh2/13_hires.png,afc4c4d61a3a39e1
ex16-10,Kabutops,Pokémon,Power Keepers,10,110,Stage 2,Fighting,Rare Holo,https://images.pokemontcg.io/ex16/10_hires.png,bf0fccc0c2f1d1c1
bw5-15,Torchic,Pokémon,Dark Explorers,15,60,Basic,Fire,Common,https://images.pokemontcg.io/bw5/15_hires.png,ae849e1a69f0f06e
pl4-18,Glalie,Pokémon,Arceus,18,90,Stage 1,Water,Rare,https://images.pokemontcg.io/pl4/18_hires.png,cb69cad3c2b5988c
xy7-20,Gyarados,Pokémon,Ancient Origins,20,130,Stage 1,Water,Rare,https://images.pokemontcg.io/xy7/20_hires.png,be3d83d3c8cce122
g1-9,Pinsir,Pokémon,Generations,9,100,Basic,Grass,Rare,https://images.pokemontcg.io/g1/9_hires.png,be1c95c1c566d29a
dp4-16,Dialga,Pokémon,Great Encounters,16,90,Basic,Metal,Rare,https://images.pokemontcg.io/dp4/16_hires.png,9b5f9cc4e1c9c286
bw3-12,Accelgor,Pokémon,Noble Victories,12,90,Stage 1,Grass,Rare,https://images.pokemontcg.io/bw3/12_hires.png,be3cc34bcb85d0c8
pl1-20,Bastiodon,Pokémon,Platinum,20,130,Stage 2,Metal,Rare,https://images.pokemontcg.io/pl1/20_hires.png,bf6fd0d0d0d2c2c2
ex3-19,Salamence,Pokémon,Dragon,19,100,Stage 2,Colorless,Rare,https://images.pokemontcg.io/ex3/19_hires.png,be7e9494c1c3c349
swsh1-19,Orbeetle,Pokémon,Sword & Shield,19,130,Stage 2,Grass,Rare,https://images.pokemontcg.io/swsh1/19_hires.png,fa7ac481c4da32b5
sm9-21,Torracat,Pokémon,Team Up,21,90,Stage 1,Fire,Uncommon,https://images.pokemontcg.io/sm9/21_hires.png,eb63c4c484369e9d
base3-20,Gengar,Pokémon,Fossil,20,80,Stage 2,Psychic,Rare,https://images.pokemontcg.io/base3/20_hires.png,eb61ca9890b4ad4f
ex5-13,Pinsir,Pokémon,Hidden Legends,13,70,Basic,Grass,Rare Holo,https://images.pokemontcg.io/ex5/13_hires.png,ba7ec890c1b2d3c5
sm8-17,Shuckle-GX,Pokémon,Lost Thunder,17,170,"Basic,GX",Grass,Rare Holo GX,https://images.pokemontcg.io/sm8/17_hires.png,cf9190ecb26a6a2d
sm4-12,Alolan Marowak,Pokémon,Crimson Invasion,12,100,Stage 1,Fire,Rare Holo,https://images.pokemontcg.io/sm4/12_hires.png,eb5a94b4b464e6c4
gym2-22,Brock's Dugtrio,Pokémon,Gym Challenge,22,60,Stage 1,Fighting,Rare,https://images.pokemontcg.io/gym2/22_hires.png,fa7ec3a1c1e4b414
bw2-12,Whimsicott,Pokémon,Emerging Powers,12,80,Stage 1,Grass,Rare,https://images.pokemontcg.io/bw2/12_hires.png,be90c17b6824b52f
xy8-14,Spewpa,Pokémon,BREAKthrough,14,70,Stage 1,Grass,Uncommon,https://images.pokemontcg.io/xy8/14_hires.png,bf178198ccc0f86b
ex10-19,Vaporeon,Pokémon,Unseen Forces,19,70,Stage 1,Water,Rare Holo,https://images.pokemontcg.io/ex10/19_hires.png,da494ae3c3d49a0f
swsh3-12,Dartrix,Pokémon,Darkness Ablaze,12,80,Stage 1,Grass,Uncommon,https://images.pokemontcg.io/swsh3/12_hires.png,ab7bc4c0e466a791
hsp-HGSS11,Latios,Pokémon,HGSS Black Star Promos,HGSS11,90,Basic,Colorless,Promo,https://images.pokemontcg.io/hsp/HGSS11_hires.png,fa7a8f8f84f09085
bwp-BW12,Zorua,Pokémon,BW Black Star Promos,BW12,60,Basic,Darkness,Promo,https://images.pokemontcg.io/bwp/BW12_hires.png,efc59b1a90e0e46a
swshp-SWSH010,Gossifleur,Pokémon,SWSH Black Star Promos,SWSH010,50,Basic,Grass,Promo,https://images.pokemontcg.io/swshp/SWSH010_hires.png,a5e5cc9a12362dcd
bw10-22,Glalie,Pokémon,Plasma Blast,22,100,"Stage 1,Team Plasma",Water,Uncommon,https://images.pokemontcg.io/bw10/22_hires.png,c05b96b409e4d3d7
np-9,Combusken,Pokémon,Nintendo Black Star Promos,9,70,Stage 1,Fire,Promo,https://images.pokemontcg.io/np/9_hires.png,cf4fc2d24abb98c0
ex6-14,Slowbro,Pokémon,FireRed & LeafGreen,14,60,Stage 1,Psychic,Rare Holo,https://images.pokemontcg.io/ex6/14_hires.png,9e1ec5c1e1a1b2b6
xy9-11,Arcanine,Pokémon,BREAKpoint,11,110,Stage 1,Fire,Uncommon,https://images.pokemontcg.io/xy9/11_hires.png,bb3995d0c0f2d0c7
sm7-14,Shiftry-GX,Pokémon,Celestial Storm,14,240,"Stage 2,GX",Grass,Rare Holo GX,https://images.pokemontcg.io/sm7/14_hires.png,b4b5c189b45e46cd
base4-21,Beedrill,Pokémon,Base Set 2,21,80,Stage 2,Grass,Rare,https://images.pokemontcg.io/base4/21_hires.png,9f1e61e04d83f343
sm2-19,Alolan Sandshrew,Pokémon,Guardians Rising,19,60,Basic,Water,Common,https://images.pokemontcg.io/sm2/19_hires.png,a6903e6a78e3c07b
bw9-17,Reshiram,Pokémon,Plasma Freeze,17,130,Basic,Fire,Rare Holo,https://images.pokemontcg.io/bw9/17_hires.png,bbb5953a4cd0d04e
sm12-19,Dartrix,Pokémon,Cosmic Eclipse,19,80,Stage 1,Grass,Uncommon,https://images.pokemontcg.io/sm12/19_hires.png,a646d2999c3cb9b1
xy12-12,Charizard-EX,Pokémon,Evolutions,12,180,"Basic,EX",Fire,Rare Holo EX,https://images.pokemontcg.io/xy12/12_hires.png,ab3bccc04b979564
ecard2-H22,Slowking,Pokémon,Aquapolis,H22,80,Stage 1,Psychic,Rare Holo,https://images.pokemontcg.io/ecard2/H22_hires.png,ef4fc070b0b1914f
xy6-16,Articuno,Pokémon,Roaring Skies,16,120,Basic,Water,Rare,https://images.pokemontcg.io/xy6/16_hires.png,fa70d2d389bc9948
xy3-9,Accelgor,Pokémon,Furious Fists,9,90,Stage 1,Grass,Uncommon,https://images.pokemontcg.io/xy3/9_hires.png,ba308787c5e1d85e
ex8-18,Deoxys,Pokémon,Deoxys,18,70,Basic,Psychic,Rare,https://images.pokemontcg.io/ex8/18_hires.png,9a1ecb8166b4fcc1
bw4-20,Chandelure,Pokémon,Next Destinies,20,120,Stage 2,Fire,Rare Holo,https://images.pokemontcg.io/bw4/20_hires.png,be369091c969cdcc
ex14-17,Dusclops,Pokémon,Crystal Guardians,17,70,Stage 1,Psychic,Rare,https://images.pokemontcg.io/ex14/17_hires.png,af2dd6d64acb4860
hgss4-21,Elekid,Pokémon,HS—Triumphant,21,30,Basic,Lightning,Rare,https://images.pokemontcg.io/hgss4/21_hires.png,ea4ac49d3d31b193
bw1-17,Pignite,Pokémon,Black & White,17,100,Stage 1,Fire,Uncommon,https://images.pokemontcg.io/bw1/17_hires.png,f2d298198fa7a46c
neo3-17,Entei,Pokémon,Neo Revelation,17,60,Basic,Fire,Rare,https://images.pokemontcg.io/neo3/17_hires.png,eb60859e2eb3c1c5
sm11-11,Crustle,Pokémon,Unified Minds,11,120,Stage 1,Grass,Rare,https://images.pokemontcg.io/sm11/11_hires.png,bf7ec4c0d4629691
